c	0	0	0.4255	0	0	1.277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4255	0	0	0	0	0	0	0	0.4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4255	0	88.94	0	0	0	0	0	0	0	0	0	0.4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.234	88.94%	0.5878%
a	0	0	0.1618	0	0	0	0	0.3236	0	0	0	0	0.4854	0	0	0	0	0	0.4854	0	0.4854	0.1618	0.3236	0	0	0	0	0	0	0	0	0.4854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1618	0	0.1618	0.1618	0.3236	84.63	0.1618	0	0	0	0	0	0	0	0	0	0.1618	0	0.6472	0	0	0	0	0	0	0	0	0	0	0.3236	0	0.1618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.19	84.63%	1.546%
n	0	0	0	0	0	0	0	0	0	0	0	0	0.1789	0	0.5367	0	0	0	0	0	0.1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5367	90.7	0	0	0	1.789	0	0	0.5367	0	0	0.1789	0	0.5367	0	0	0	0	0	0	0	0	0	0.1789	0	0	0	0	0	0	0.3578	0	0	0	0	0	0	0	0	0	0	0	4.114	90.7%	1.398%
\neq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.571	0	0	0	0	17.86	78.57%	0.07004%
o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.571	0	0	0	0	3.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.71	0	0	0	0	0	0	0	0	0	3.571	0%	0.07004%
l	0	0	0	0	3.448	0	0	0	0	0	0	0	0	0	51.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.34	0	0	0	0	0	0	17.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.24	17.24%	0.07254%
m	0	0	0	0	0	0	0	1.681	0	0	0.8403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8403	0	0	0	0	0	0	0	0	0	0	0	0	0	11.76	0	0	0	78.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.723	78.15%	0.2976%
j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.333	0	0	0	0	1.333	0	0	0	1.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.333	0	0	0	0	0	0	0	0	0	0	0	0	62.67	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	62.67%	0.1876%
k	0	0	0	0	0	0	0	0.6494	0	0	0	0	1.299	0	1.299	0	0	0	0	0	0.6494	0	0	0	0	0	0	0	0	0.6494	0	0.6494	0	0	0	0.6494	0	0.6494	0	0	0	0	0	0	0	0	1.299	0	0	0	0	0	0	0	0	0	0	1.299	0	1.948	4.545	0	0	0	0	0	63.64	0.6494	0	0	0	0	0	0	0	0	0.6494	0	0	0	0.6494	0	0	5.844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.99	63.64%	0.3852%
h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.493	0	0	0	0	29.85	0	1.493	0	0	0	0	0	0	16.42	41.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97	41.79%	0.1676%
i	0	0	0	0	0	0.4184	0	0	0	0	0	0	0	0	1.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.255	0	0	0	0	0	0	0	0	0	70.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.36	70.71%	0.5978%
\tan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.43	77.14%	0.1751%
w	0	0	0	0	0	0	0	5.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.941	2.941	0	0	0	0	0	0	0	0	0	73.53	0	2.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.76	73.53%	0.08504%
v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.408	0	0	0	0	0	0	0	0	0	0	0	0	0	1.408	0	0	0	0	0	9.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.817	0	0	0	0	0	0	0	0	0	0	52.11	14.08	0	0	0	0	0	0	0	0	0	1.408	0	4.225	0	0	0	0	0	0	1.408	0	0	0	1.408	0	0	0	0	0	9.859	52.11%	0.1776%
u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	1.25	0	0	0	0	3.75	86.25	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	3.75	86.25%	0.2001%
t	0	0	0	0	3.468	0	0	0	0	0	1.156	0	0	0	0	0	0	0	0	0	0	0.578	0	0	0	0	0	0.578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578	3.468	0	0.578	0	0	58.38	0	0	0	0	0	0	5.202	0	0	1.156	0	0	0	0	0	0	0	0	0.578	0	0.578	0	0	0	0	0	0	23.7	58.38%	0.4327%
s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.78	0	0	0	0	8.475	0	0	0	1.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.085	0	0	0	0	0	0	0	0	0	0	0	1.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.475	0	27.12	40.68%	0.1476%
r	0	0	0	0	0	0	0	0	0	0	0	0	1.653	0	6.612	0	0	0	0	0.8264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8264	0	0	0.8264	0	0	0	0	0	0	0	0	0	0	0	0	0	14.05	0	0	0	0	0	0	5.785	0	0	0	0	0.8264	0.8264	0	33.06	0.8264	0	0	0	0.8264	0	0	0.8264	13.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.01	33.06%	0.3027%
q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.299	0	64.94	1.299	0	0	1.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.68	1.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.195	24.68%	0.1926%
p	0	0	0	0	0	0	0	0.7092	0	0	0	0	0	0	1.418	0	0.7092	0	0	0	0	0	0.7092	0	0	0	0	0	0	0	0	0	0	0.7092	0	0	0	0	0	0	0	0	0	0	3.546	0	0	0	0	0	0	0	0	0	0	0	0.7092	0.7092	0	0	1.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7092	1.418	80.14	0.7092	0	0	0	3.546	0	0	0	0	0	0	0.7092	0	0	0	0	0	0	0	0	0	0	0.7092	1.418	80.14%	0.3527%
\gamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.545	0	0	4.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.545	0	0	0	4.545	0	0	54.55	0	0	0	27.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.55%	0.05503%
|	0	0	0	0	0	0	2.679	0	0	0.8929	0	0	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.29	50.89%	0.2801%
z	0	0	0	0	0	0	0	0.3731	0	0	0	2.985	15.3	0	0.7463	0	0	0.3731	0	1.493	0	0	0	0.3731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.36	0	10.82	0	0	0	0	0	0	0	0	0	2.239	0	0	0	0	0	0	0	0	10.82	53.36%	0.6703%
\ldots	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.41	20.59%	0.08504%
y	0	0	0	0	0.2268	0	0	0	0	0	0	0	0	0	0.6803	0	0	0.2268	0	0	2.041	0	3.175	0	0	0	0	0	0	0	0	0	0	0.2268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2268	0	0.4535	0	0.2268	2.721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4535	0	0	0	0.2268	0	0.4535	0	0	0	87.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.361	87.3%	1.103%
x	0	0	0	0	0.2381	0	0	0	0	0.07937	0	0	0.2381	0	0	0	0	0.07937	0	0.07937	0	0.2381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3175	0.07937	0.7143	0	0	0	0	0	0.07937	0.07937	0.07937	0	0	0	0.07937	0	0	0	0	0	0	0	0.2381	0	0	88.97	0	0	0	0	0	0	0	0	0	1.111	0	0.07937	0	0	0	0	0	7.222	88.97%	3.152%
\sqrt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6696	0	0	0	0.2232	0	0	0	0	0	0	0	0	0	0	0.2232	0	0	0	0	0	0	0.2232	0	95.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.125	95.54%	1.121%
\lim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.45	0	1.37	0	0	0	0	0	0	0	0	0	0	0	0	0	16.44	79.45%	0.1826%
\lambda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	0	0	33.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	33.33%	0.01501%
\sin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5128	0	0	0	1.538	0	0	0	0	3.077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.051	0	56.92	0	0	0	0	0	0	0	0	0	0	0	0	0	35.9	56.92%	0.4877%
\exists	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0%	0.002501%
\mu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.27	0	0	0	0	0	0	0	0	0	0	9.091	0	0	0	0	0	27.27	9.091	0	0	0	0	0	0	0	0	0	0	9.091	27.27%	0.02751%
\cos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.83	0	0	0	0	0	0	0	0	0	0	29.37	67.83%	0.3577%
\theta	0	0	0	0	0	0	0	2.206	0	0	0	0	1.471	0	0	0	3.676	0	0.7353	0	0	0	0	0	0	0	0	0	0	0.7353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7353	0	0	0	0	0.7353	0	0	0	0	0	0	0	0	83.09	0	0	0	0	0	0	0	0	0	3.676	83.09%	0.3402%
\sum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.846	0	0	0	0	0	0	0	0	0	0	0	88.46	0	0	0	0	0	0	0	0	7.051	88.46%	0.3902%
\times	0	0	0	0	1.342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.22	0	0	0	0	0	0	0	0	0	13.42	0.6711	0	0	0	0	0	0	0.6711	13.42%	0.3727%
\div	0	0	0	0	0	0	0	0	0	13.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.43	0	0	0	0	0	0	54.05	32.43%	0.09255%
\rightarrow	0	0	0	0	1.351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.351	0	0	0	0	0	0	0	0	0	0	0	70.27	0	0	0	0	0	25.68	70.27%	0.1851%
\pm	5.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.632	0	0	0	0	0	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.89	0	0	0	0	31.58	57.89%	0.09505%
\gt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.143	0	0	0	92.86	7.143%	0.03502%
\pi	0	0	0	0	0	0	0	0	0	0	0.8065	0	0	0	0	0	0	0.8065	0	0.8065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8065	0	0	0	70.16	0	0	25.81	70.16%	0.3102%
\int	0	0	0	0	0	0	1.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.72	0	3.974	92.72%	0.3777%
\beta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37	0	0	0	0	0	0	0	15.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.97	1.37	73.97%	0.1826%
junk	0.02154	0	0.01077	0.01077	0.2477	0.4685	0.1992	0.4739	0.02692	0.2046	5.659	0.08077	0.1023	0.005385	1.653	0	0.5169	0.06462	0.02692	0.05385	0.04308	0.03231	0.06462	0.02154	0	0.2315	0.005385	0	0	0.005385	0.01077	0.03769	0.01615	0.05385	0.005385	0.09154	0.02154	0	0.02692	0	0.07	0.03769	0.01615	0.01077	0.005385	0.04846	0	0	0.01615	0.005385	0	0.03231	0.01615	0.03231	0.01077	0.005385	0.02692	0.1023	0.8131	0.1346	0.1131	0.005385	0.01077	0.03231	0.08077	0.03769	0.03231	0.02692	0.1831	0.09693	0.005385	0.01615	0.03231	0.03769	0.14	0.02692	0.04846	0.04308	0.04846	0.09693	0.03769	0.08077	0.06462	0.09693	0.08616	0.04308	0	0.1723	0	0.005385	0.1346	0.02692	0.02154	0.02154	0.04846	0.02154	0.02154	0.02154	0.03769	0.08616	0.03769	85.94	85.94%	46.45%
	85.96	87.5	91.4	91.3	94.98	89.32	89.09	23.4	36.36	46.2	60.63	94.21	94.59	77.78	74.32	66.67	74.95	87.82	83.33	84	90.89	62.26	59.18	81.22	100	94.89	53.85	83.33	96.15	76.92	90.57	66.67	42.86	64.1	50	54.9	76.19	83.87	65	80	72.73	57.89	70	62.96	0	16.67	80.49	100	0	40	0	77.59	89.34	50.79	93.07	16.67	88.33	83.29	49.53	91.59	84.08	78.57	0	35.71	71.54	87.04	78.4	51.85	76.47	67.5	83.33	66.07	59.48	84.17	30.77	75.47	51.35	71.52	42.86	50.89	69.42	31.82	77.31	81.88	90.49	80.56	100	77.08	-1.#IO	42.86	76.38	90.4	89.61	37.74	50	88.14	78.57	20	87	82.84	76.06	88.79	100%
Tx reco = 81.37
TRR = 85.94
FRR = 9.417
